10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
81.5,77.9,11336,Male,4,Mechanical,State College,615672
81.5,80.6,248502,Male,2,Electrical,State College,754885
97.0,94.1,4768,Male,10,Mechanical,State College,1529152
82.6,76.5,8892,Male,3,Computer Science,State College,695630
81.5,75.3,2747,Male,2,Electronics,NIT,1307313
78.6,73.7,228637,Male,2,Civil,Private College,250000
95.1,93.3,100,Male,6,Mechanical,Top IIT,2278231
69.8,60.7,1165,Male,3,Computer Science,State College,408542
78.3,77.7,144722,Male,3,Computer Science,State College,1040390
82.4,74.2,40274,Male,7,Computer Science,NIT,1324457
86.9,89.4,24404,Female,4,Electrical,State College,877238
67.3,74.5,61672,Male,1,Electronics,NIT,755884
89.5,83.8,23002,Female,3,Electronics,State College,1265877
76.8,79.9,5384,Male,4,Electronics,State College,711889
74.5,70.5,215024,Male,2,Electrical,State College,357184
100.0,89.6,5911,Male,3,Mechanical,NIT,1260378
92.5,93.1,4119,Male,2,Mechanical,NIT,784697
79.1,77.7,48365,Male,2,Computer Science,State College,792497
83.0,85.0,1706,Male,4,Computer Science,State College,1198126
67.5,71.8,157952,Female,4,Computer Science,State College,939970
79.1,65.5,15184,Male,3,Computer Science,NIT,1128311
68.5,73.3,17042,Male,10,Computer Science,Private College,1065433
73.3,74.8,15213,Male,9,Electrical,State College,722566
95.3,88.0,6286,Male,5,Computer Science,State College,709209
85.6,79.7,6429,Female,5,Electrical,NIT,838695
90.7,91.5,14732,Male,4,Computer Science,NIT,1363134
83.1,85.2,1536,Male,3,Computer Science,State College,1050927
90.0,77.7,249797,Male,4,Computer Science,State College,1102858
70.5,66.3,2574,Male,4,Electrical,State College,1125532
78.5,79.3,33039,Female,5,Computer Science,State College,1474538
84.6,85.9,17782,Male,5,Mechanical,State College,298241
65.7,63.2,99703,Male,1,Mechanical,State College,381390
94.2,84.5,1,Male,6,Electrical,State College,588097
80.8,80.8,17237,Female,4,Mechanical,State College,460005
69.8,62.0,250009,Female,3,Civil,Private College,250000
76.4,70.7,46479,Female,8,Civil,Private College,670854
82.7,79.3,21169,Male,8,Electrical,NIT,533002
72.4,78.2,12974,Male,3,Mechanical,Private College,597419
75.2,78.0,17500,Female,4,Electrical,State College,968472
70.1,70.2,10848,Male,3,Computer Science,NIT,2205003
86.8,88.9,4460,Female,2,Mechanical,NIT,1123260
96.4,92.6,1305,Male,2,Electrical,Mid IIT,1610844
80.8,73.8,71203,Male,10,Mechanical,State College,930282
84.6,85.3,32526,Male,4,Civil,State College,250000
79.1,72.4,2233,Male,1,Computer Science,State College,955352
87.2,80.6,56639,Male,1,Computer Science,NIT,2213665
99.9,97.0,1353,Male,5,Civil,State College,250000
74.5,75.0,30433,Male,2,Mechanical,State College,862810
84.2,76.9,101419,Female,3,Mechanical,State College,352184
86.7,81.6,3078,Female,2,Civil,State College,819920
86.2,79.7,3376,Male,2,Electrical,State College,862778
73.0,72.5,60526,Female,2,Computer Science,State College,448722
97.0,97.3,538,Female,4,Electronics,Top IIT,1284599
79.8,77.3,2251,Male,3,Computer Science,State College,1263378
83.5,85.0,6832,Female,5,Computer Science,State College,1653341
71.7,77.3,6439,Male,3,Mechanical,State College,919853
83.4,74.8,2306,Male,5,Mechanical,State College,540687
93.3,78.9,6398,Male,6,Computer Science,State College,612040
69.6,70.5,2937,Female,2,Computer Science,State College,381807
82.4,75.8,9051,Female,3,Mechanical,State College,898211
96.5,97.0,445,Male,3,Mechanical,Top IIT,2162931
97.0,95.3,3187,Female,3,Electrical,NIT,895374
86.1,83.2,357,Female,4,Computer Science,Mid IIT,2643613
96.0,93.4,1339,Female,6,Computer Science,NIT,2377174
74.3,74.4,36722,Female,4,Computer Science,State College,926099
86.6,83.1,242352,Female,4,Mechanical,Private College,267114
79.7,78.9,213296,Male,3,Electrical,Private College,437819
76.3,75.5,41691,Female,5,Mechanical,State College,593566
73.2,68.7,34081,Male,3,Mechanical,NIT,1021007
75.7,69.8,12918,Female,8,Computer Science,Private College,1026568
91.1,95.3,8599,Female,3,Mechanical,Mid IIT,2291016
93.8,91.9,5941,Male,4,Civil,NIT,900709
80.8,78.8,19724,Male,7,Computer Science,NIT,1214281
88.9,86.4,2181,Female,7,Electrical,NIT,1718572
86.0,80.8,171537,Male,9,Civil,Mid IIT,1935267
68.8,63.8,69591,Male,6,Electrical,Private College,934468
74.5,75.5,250465,Female,6,Electronics,NIT,1951508
89.9,86.6,481,Male,2,Mechanical,State College,524554
74.1,68.3,79390,Male,9,Mechanical,State College,467443
73.8,69.0,9098,Male,2,Computer Science,State College,250000
72.1,64.6,2903,Female,5,Civil,State College,931153
82.4,78.4,15689,Female,10,Civil,State College,290239
80.2,77.1,113785,Male,10,Computer Science,State College,1517265
82.1,65.4,30265,Female,4,Computer Science,State College,1057331
76.1,71.2,250100,Male,10,Computer Science,Private College,563747
100.0,91.5,6413,Female,8,Computer Science,NIT,3000000
75.4,75.5,1445,Male,10,Electronics,State College,250000
90.0,86.5,8299,Male,2,Mechanical,NIT,1277856
86.3,80.1,7192,Male,6,Computer Science,State College,1791406
79.7,84.6,6718,Female,2,Civil,State College,250000
67.4,73.4,77212,Male,6,Computer Science,NIT,1643983
89.0,84.5,9090,Female,3,Electrical,State College,590882
98.0,96.0,1,Female,2,Electronics,NIT,699712
91.0,94.4,6284,Female,4,Electronics,State College,893650
85.5,77.9,23378,Male,2,Civil,State College,525915
89.0,88.9,997,Female,4,Electrical,State College,944896
76.2,72.7,51410,Female,5,Computer Science,NIT,1445019
80.2,76.1,8953,Male,5,Electrical,Private College,868111
80.0,75.2,1,Female,5,Mechanical,State College,434899
73.0,73.9,9432,Female,3,Computer Science,NIT,1788315
100.0,94.8,4741,Male,6,Computer Science,Mid IIT,3000000
79.4,84.0,6893,Male,3,Electrical,State College,405274
71.7,70.3,15263,Male,4,Electronics,State College,802414
66.7,68.9,6255,Male,6,Electrical,State College,374730
82.2,84.2,2044,Female,6,Civil,State College,268429
81.5,83.9,10872,Male,2,Mechanical,NIT,1066567
64.5,64.8,2499,Male,5,Mechanical,Private College,466221
78.9,78.7,12880,Male,1,Computer Science,State College,257134
75.7,64.6,35404,Male,7,Mechanical,State College,1522327
76.1,80.7,23325,Female,3,Computer Science,State College,1609122
88.7,85.3,15650,Male,5,Civil,NIT,1002720
71.3,70.5,10375,Male,1,Computer Science,State College,809316
82.3,85.9,22787,Male,1,Mechanical,State College,288561
79.6,74.5,20432,Female,10,Civil,State College,1009382
78.4,85.9,8275,Female,10,Mechanical,Mid IIT,2099307
85.9,81.7,1903,Female,7,Computer Science,State College,1434425
70.2,73.0,697,Female,2,Mechanical,NIT,1039894
71.6,70.9,116768,Female,4,Computer Science,State College,1029071
77.3,80.3,64977,Female,2,Computer Science,NIT,2131724
62.0,64.8,249634,Male,1,Mechanical,Private College,290016
81.8,86.0,2164,Male,5,Computer Science,State College,1349600
79.2,72.4,17037,Male,1,Mechanical,State College,250000
86.2,83.3,5683,Male,10,Civil,State College,609442
93.2,89.5,1014,Male,2,Mechanical,State College,890775
79.1,73.3,92843,Male,4,Computer Science,State College,1737573
88.2,81.3,42537,Female,6,Computer Science,State College,430345
83.7,76.7,19600,Female,10,Computer Science,State College,1563605
88.9,84.1,68544,Male,6,Computer Science,NIT,1990542
91.7,90.3,155,Male,5,Computer Science,State College,540861
76.3,72.9,22451,Female,6,Electronics,State College,850569
80.4,73.6,8527,Female,10,Computer Science,State College,1911309
70.8,74.1,74380,Female,3,Computer Science,State College,446725
74.2,76.4,44262,Female,10,Computer Science,NIT,2600334
76.6,82.2,25709,Male,2,Mechanical,State College,501421
82.5,83.0,11846,Male,3,Electronics,State College,1162576
91.2,92.0,601,Female,6,Computer Science,Mid IIT,3000000
88.1,92.9,8387,Male,6,Electronics,Private College,1040595
97.0,97.0,896,Female,9,Computer Science,Top IIT,3000000
93.6,94.4,4018,Female,10,Mechanical,State College,766458
74.9,77.6,5393,Female,10,Mechanical,Private College,868066
80.6,81.8,18428,Male,5,Computer Science,State College,1232466
70.3,68.0,2131,Male,1,Computer Science,State College,1223854
89.2,90.9,589,Female,4,Electronics,NIT,1624638
94.9,90.8,5928,Female,2,Computer Science,NIT,1401242
91.8,97.7,1080,Male,4,Computer Science,State College,1407179
76.9,75.5,9275,Male,2,Computer Science,State College,1314065
88.8,72.6,12362,Female,10,Electrical,State College,952142
94.4,85.5,2122,Female,3,Computer Science,State College,1191059
74.4,78.6,8836,Male,4,Mechanical,State College,653453
75.6,85.6,4676,Male,9,Computer Science,Mid IIT,3000000
70.6,72.4,4630,Male,10,Civil,State College,250000
69.0,71.3,244040,Female,9,Electrical,Private College,877556
72.0,68.1,76367,Male,4,Computer Science,Private College,853125
94.0,88.4,10040,Male,8,Mechanical,Mid IIT,1771507
85.2,84.2,7750,Male,5,Computer Science,State College,707718
96.8,93.5,11486,Female,2,Civil,State College,424953
93.9,90.9,69,Male,3,Computer Science,Mid IIT,2794259
86.3,86.3,301,Female,10,Computer Science,State College,1467403
81.4,71.2,21604,Female,5,Mechanical,Private College,1052602
82.6,77.0,6875,Female,3,Civil,State College,250000
73.0,78.6,24682,Male,4,Computer Science,NIT,1361652
78.0,72.5,64069,Female,8,Electrical,Private College,628493
74.7,79.8,250031,Male,1,Computer Science,State College,676239
69.2,66.8,37432,Male,2,Computer Science,State College,1482244
100.0,99.0,802,Male,4,Mechanical,State College,904800
66.3,71.0,228,Male,3,Computer Science,State College,914172
76.6,72.5,5133,Female,1,Electrical,Private College,400800
75.3,78.2,53002,Male,1,Mechanical,State College,582583
68.5,68.1,16769,Male,8,Electrical,State College,566892
72.8,70.7,11067,Male,10,Civil,NIT,1732580
73.3,67.2,19337,Male,5,Electrical,State College,847433
94.1,97.0,363,Male,3,Civil,NIT,577493
85.3,83.8,2704,Female,3,Electronics,NIT,1176265
87.5,87.3,5006,Female,3,Computer Science,Mid IIT,2936035
65.1,63.6,250252,Female,5,Electrical,Private College,658681
79.9,74.3,11489,Female,5,Civil,NIT,572206
80.4,79.2,2521,Male,10,Civil,State College,250000
84.2,89.1,1434,Male,3,Computer Science,NIT,1462861
97.0,97.6,848,Male,5,Computer Science,Top IIT,2965623
77.0,79.0,522,Female,4,Computer Science,State College,1239406
83.0,89.5,1850,Male,6,Computer Science,State College,778161
85.0,86.1,55702,Male,1,Computer Science,State College,717836
79.1,81.8,26581,Female,9,Computer Science,Private College,1931162
79.8,84.5,57467,Male,6,Computer Science,State College,1306695
87.0,78.2,61856,Male,4,Electronics,State College,1021302
82.9,89.3,7712,Male,3,Computer Science,State College,1486076
70.6,74.6,180054,Female,5,Electronics,NIT,1666369
89.3,85.8,8336,Female,2,Mechanical,Private College,250000
72.5,64.7,249582,Male,4,Mechanical,State College,407307
71.3,76.4,18579,Male,5,Electrical,State College,821138
93.5,89.5,228,Female,5,Computer Science,State College,250000
82.0,78.2,54408,Male,4,Mechanical,State College,577241
92.8,92.4,1555,Male,3,Mechanical,Mid IIT,1279369
93.2,93.7,17303,Female,1,Mechanical,State College,673176
92.4,93.6,13886,Male,4,Computer Science,Mid IIT,3000000
67.9,64.8,540,Female,2,Computer Science,Private College,250000
69.8,68.6,9020,Female,9,Electrical,State College,926689
79.1,82.1,17266,Male,5,Computer Science,State College,1108697
66.0,67.5,22374,Female,4,Mechanical,State College,358829
77.9,82.7,61445,Male,10,Computer Science,NIT,2293577
86.9,80.9,250109,Male,10,Mechanical,NIT,1093801
70.5,68.3,6753,Male,10,Computer Science,State College,1134267
70.4,75.2,4969,Female,4,Civil,NIT,1453132
77.4,71.7,2409,Male,3,Computer Science,NIT,2149507
69.1,65.0,17523,Female,6,Mechanical,State College,886147
74.4,74.4,9232,Female,5,Mechanical,State College,813064
92.5,88.3,1760,Male,2,Computer Science,State College,1435805
79.4,79.4,2646,Male,10,Computer Science,NIT,3000000
77.3,75.6,2566,Male,2,Computer Science,State College,806416
90.5,87.4,19107,Female,4,Electrical,State College,311305
85.7,86.1,4183,Female,4,Computer Science,State College,705629
76.3,74.8,29807,Male,3,Mechanical,NIT,814261
85.1,86.9,6769,Male,6,Computer Science,NIT,1862023
87.0,82.1,7272,Male,2,Civil,State College,538181
82.3,75.6,250211,Female,5,Mechanical,Private College,250000
99.0,89.0,2411,Male,6,Mechanical,NIT,1272055
79.2,86.4,3565,Male,4,Computer Science,State College,805204
80.0,78.4,96870,Female,10,Computer Science,State College,1774228
87.9,93.9,9365,Male,3,Electrical,Private College,250000
76.5,79.4,41980,Male,5,Electronics,State College,1262805
88.4,87.4,4307,Male,1,Electrical,Private College,250000
87.5,83.0,9210,Male,2,Mechanical,State College,390912
85.3,95.2,2384,Male,7,Civil,State College,769721
87.0,86.3,6749,Male,5,Computer Science,State College,250000
82.5,79.1,4962,Male,5,Electrical,State College,1154196
99.4,95.0,1,Male,4,Electrical,State College,710116
88.3,90.2,7595,Male,3,Electrical,NIT,1213185
79.7,75.5,18685,Male,3,Computer Science,Private College,464172
90.3,92.9,3240,Female,2,Mechanical,State College,783779
83.1,84.4,11495,Male,4,Computer Science,State College,1065681
70.3,74.4,250081,Female,3,Civil,NIT,635168
96.8,89.1,7,Male,8,Civil,State College,794218
88.2,86.3,5296,Male,7,Civil,NIT,730668
78.9,77.9,44468,Female,3,Mechanical,State College,641280
80.6,84.7,62230,Female,3,Computer Science,State College,407655
80.6,74.9,2026,Male,4,Mechanical,State College,718739
81.9,78.8,24150,Male,5,Electrical,State College,365806
72.0,66.3,29870,Male,2,Mechanical,State College,250000
65.3,59.0,2556,Male,3,Civil,State College,250000
81.8,83.8,15531,Male,10,Mechanical,Private College,746753
76.3,73.5,12424,Male,10,Computer Science,State College,1200399
66.4,60.0,5123,Female,3,Electrical,Private College,530916
80.2,76.1,59617,Male,4,Computer Science,State College,447665
83.2,86.7,3011,Male,2,Civil,State College,416720
75.4,75.9,20353,Female,8,Mechanical,State College,531450
77.0,74.2,43387,Male,10,Computer Science,State College,1290571
82.9,84.3,5592,Female,4,Computer Science,State College,1812223
91.4,89.3,4428,Male,3,Computer Science,State College,527038
82.7,79.5,29456,Female,4,Computer Science,State College,843798
79.6,75.1,7911,Female,1,Electrical,NIT,562116
67.7,67.5,12589,Female,6,Civil,State College,496798
69.4,74.5,11272,Male,2,Electronics,State College,1038343
69.8,72.4,13521,Male,3,Mechanical,State College,278929
84.7,79.7,11004,Male,3,Computer Science,NIT,795531
89.2,79.3,1083,Male,9,Mechanical,Mid IIT,1745899
72.5,82.1,3943,Female,7,Electronics,State College,1153572
69.5,68.5,21578,Female,10,Computer Science,State College,1909489
68.0,72.0,33471,Male,3,Mechanical,State College,972540
87.0,89.3,475,Female,10,Mechanical,Mid IIT,1573636
76.2,78.7,1633,Female,3,Civil,NIT,1033501
80.2,88.6,3563,Male,4,Mechanical,NIT,420846
68.8,75.5,21511,Male,4,Computer Science,State College,1135382
72.3,72.5,6968,Male,2,Electronics,State College,1200128
88.8,89.9,5802,Male,4,Mechanical,State College,699667
77.6,82.9,13967,Male,5,Electrical,State College,1120090
77.9,69.6,250008,Female,5,Electrical,State College,250000
99.0,97.0,518,Male,4,Electrical,State College,596805
85.1,82.5,249588,Female,4,Computer Science,Mid IIT,2679587
72.4,73.7,1378,Male,4,Mechanical,State College,681276
79.3,82.8,8707,Male,1,Mechanical,State College,448634
79.1,80.0,20052,Male,8,Electrical,State College,1347708
97.0,97.3,75,Male,7,Electrical,State College,535445
100.0,95.2,486,Male,7,Computer Science,State College,394703
69.2,68.6,9820,Female,5,Computer Science,NIT,1373035
92.6,88.9,1,Male,10,Computer Science,State College,2206531
73.0,72.9,17070,Female,6,Computer Science,State College,716764
84.5,78.5,7266,Male,8,Electrical,State College,822901
73.6,83.9,46834,Female,5,Mechanical,State College,737920
72.8,74.2,5032,Male,8,Computer Science,State College,1271020
87.7,86.1,7904,Male,4,Civil,State College,313874
96.0,89.6,4594,Male,6,Mechanical,State College,534432
81.7,84.6,22581,Male,3,Electronics,NIT,777533
81.1,76.7,3396,Male,5,Electrical,State College,322172
73.4,75.3,2770,Female,6,Computer Science,NIT,894541
88.0,89.2,2257,Female,3,Mechanical,State College,469994
93.2,90.3,6259,Male,7,Electrical,NIT,2192976
88.4,83.8,4132,Female,4,Mechanical,State College,250000
90.1,94.3,157,Male,10,Civil,State College,450602
78.7,85.8,9042,Female,3,Electronics,State College,806398
95.2,100.0,504,Male,4,Electrical,State College,891405
85.1,81.4,9281,Female,6,Civil,State College,941901
97.0,96.3,3114,Female,9,Electrical,NIT,1201091
73.1,73.2,71740,Male,6,Mechanical,State College,685438
68.3,69.3,40851,Female,5,Mechanical,State College,645903
87.2,79.8,45909,Male,4,Electrical,NIT,519159
70.2,76.6,32328,Male,10,Mechanical,Mid IIT,1483785
84.2,84.8,27556,Female,6,Computer Science,Private College,329945
97.0,92.9,268,Male,4,Computer Science,State College,1168081
78.5,85.9,3602,Male,5,Computer Science,State College,960922
76.0,66.6,23193,Male,3,Mechanical,Private College,443203
84.9,81.4,42388,Male,2,Mechanical,State College,742598
69.7,66.2,7075,Male,10,Electronics,Private College,359007
75.0,57.0,39048,Male,9,Electrical,Private College,536211
72.7,69.5,182006,Male,3,Mechanical,State College,573637
75.4,79.0,26763,Male,2,Mechanical,State College,839263
94.7,91.6,6253,Male,4,Electronics,State College,1175327
83.9,87.1,5527,Male,2,Electrical,State College,386316
79.9,78.5,15040,Male,3,Mechanical,NIT,912791
95.5,90.1,20618,Male,6,Electrical,State College,558623
67.3,69.2,32438,Male,4,Civil,State College,736589
91.7,90.8,3035,Male,5,Computer Science,State College,922135
74.2,80.1,13410,Male,6,Computer Science,State College,250000
90.1,90.7,8539,Female,5,Mechanical,State College,600404
63.3,68.0,814,Male,8,Mechanical,State College,509829
78.9,78.1,11707,Male,6,Mechanical,State College,250000
79.8,80.9,20669,Male,3,Mechanical,State College,922284
73.6,70.3,214901,Male,9,Electrical,Private College,438882
82.5,79.2,49995,Male,6,Computer Science,State College,1530390
84.5,85.4,16423,Male,3,Electrical,State College,342022
96.1,94.8,13474,Male,8,Civil,State College,488432
71.6,77.3,22929,Male,6,Computer Science,State College,454832
97.0,92.2,449,Female,6,Mechanical,State College,351375
